"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"46417918","2020-06-09T00:33:46.000","2020-06-09T01:05:11.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11367","140-15 JEWEL AVENUE","JEWEL AVENUE","140 STREET","141 STREET","140 STREET","141 STREET",,"FLUSHING","JEWEL AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:05:13.000","08 QUEENS","4064980065","QUEENS","1032759","205135","MOBILE","Unspecified","QUEENS",,,,,,,,"40.729591855314595","-73.82497681513786","
,  
(40.729591855314595, -73.82497681513786)"
"46418014","2020-06-09T00:33:22.000","2020-06-09T00:52:48.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10032","568 WEST  173 STREET","WEST  173 STREET","AUDUBON AVENUE","ST NICHOLAS AVENUE","AUDUBON AVENUE","ST NICHOLAS AVENUE",,"NEW YORK","WEST  173 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:52:51.000","12 MANHATTAN","1021290009","MANHATTAN","1001744","246708","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.84381429246423","-73.93677232814107","
,  
(40.84381429246423, -73.93677232814107)"
"46414601","2020-06-09T00:32:50.000","2020-06-09T00:38:20.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11224","2925 WEST FIFTH STREET","WEST FIFTH STREET","NEPTUNE AVENUE","WEST BRIGHTON AVENUE","NEPTUNE AVENUE","WEST BRIGHTON AVENUE",,"BROOKLYN","WEST    5 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:38:25.000","13 BROOKLYN","3072740060","BROOKLYN","991950","149990","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.57836058739596","-73.97228089393032","
,  
(40.57836058739596, -73.97228089393032)"
"46423765","2020-06-09T00:32:47.000","2020-06-09T00:49:08.000","NYPD","New York City Police Department","Noise - Commercial","Car/Truck Horn","Store/Commercial","11377","54-03 37 AVENUE","37 AVENUE","54 STREET","55 STREET","54 STREET","55 STREET",,"WOODSIDE","37 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-06-09T04:49:10.000","02 QUEENS","4011930007","QUEENS","1009812","212920","MOBILE","Unspecified","QUEENS",,,,,,,,"40.75105581274255","-73.90774120229557","
,  
(40.75105581274255, -73.90774120229557)"
"46423713","2020-06-09T00:32:44.000","2020-06-09T00:48:55.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","510 WEST  171 STREET","WEST  171 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE",,"NEW YORK","WEST  171 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:48:57.000","12 MANHATTAN","1021270037","MANHATTAN","1001948","246010","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.841898080623764","-73.93603686370562","
,  
(40.841898080623764, -73.93603686370562)"
"46413614","2020-06-09T00:32:43.000","2020-06-09T00:42:22.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","11413","147-24 226 STREET","226 STREET","147 AVENUE","148 AVENUE","147 AVENUE","148 AVENUE",,"SPRINGFIELD GARDENS","226 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:42:24.000","13 QUEENS",,"QUEENS","1051960","179227","MOBILE","Unspecified","QUEENS",,,,,,,,"40.6583545337599","-73.75595926347658","
,  
(40.6583545337599, -73.75595926347658)"
"46423846","2020-06-09T00:32:29.000","2020-06-09T01:26:03.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","11105","23-01 41 STREET","41 STREET","23 AVENUE","23 ROAD","23 AVENUE","23 ROAD",,"ASTORIA","41 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-06-09T05:26:05.000","01 QUEENS","4007920070","QUEENS","1009840","219990","ONLINE","Unspecified","QUEENS",,,,,,,,"40.77046105667351","-73.90761323195294","
,  
(40.77046105667351, -73.90761323195294)"
"46419055","2020-06-09T00:31:40.000","2020-06-09T01:05:18.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11210","1073 EAST   42 STREET","EAST   42 STREET","AVENUE I","AVENUE J","AVENUE I","AVENUE J",,"BROOKLYN","EAST   42 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T05:05:32.000","18 BROOKLYN","3077680023","BROOKLYN","1002110","168368","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.628789794127826","-73.9356574875562","
,  
(40.628789794127826, -73.9356574875562)"
"46415990","2020-06-09T00:31:24.000","2020-06-09T01:04:36.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"11370","32-37 85 STREET","85 STREET","32 AVENUE","NORTHERN BOULEVARD","32 AVENUE","NORTHERN BOULEVARD",,"EAST ELMHURST","85 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:04:37.000","03 QUEENS","4014150060","QUEENS","1016721","215135","PHONE","Unspecified","QUEENS",,,,,,,,"40.75711274809236","-73.88279445403253","
,  
(40.75711274809236, -73.88279445403253)"
"46415901","2020-06-09T00:31:13.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"10025","865 COLUMBUS AVENUE","COLUMBUS AVENUE","WEST  100 STREET","WEST  103 STREET","WEST  100 STREET","WEST  103 STREET",,"NEW YORK","COLUMBUS AVENUE",,"In Progress",,,,"07 MANHATTAN","1018360001","MANHATTAN","994065","229622","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.79692992181987","-73.96455113216999","
,  
(40.79692992181987, -73.96455113216999)"
"46420910","2020-06-09T00:30:36.000","2020-06-09T00:53:33.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","573 WEST  159 STREET","WEST  159 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY",,"NEW YORK","WEST  159 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:53:36.000","12 MANHATTAN","1021180072","MANHATTAN","999923","243519","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.83506483679626","-73.9433613259977","
,  
(40.83506483679626, -73.9433613259977)"
"46413262","2020-06-09T00:30:27.000","2020-06-09T00:54:51.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10032","105 AUDUBON AVENUE","AUDUBON AVENUE","WEST  170 STREET","WEST  171 STREET","WEST  170 STREET","WEST  171 STREET",,"NEW YORK","AUDUBON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:54:52.000","12 MANHATTAN","1021270035","MANHATTAN","1001627","246071","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.84206614526978","-73.93719684575302","
,  
(40.84206614526978, -73.93719684575302)"
"46423163","2020-06-09T00:30:25.000",,"EDC","Economic Development Corporation","Noise - Helicopter","NYPD","Above Address","11216","1329 DEAN STREET","DEAN STREET","NEW YORK AVENUE","BROOKLYN AVENUE","NEW YORK AVENUE","BROOKLYN AVENUE",,"BROOKLYN","DEAN STREET",,"In Progress",,,,"08 BROOKLYN","3012080052","BROOKLYN","999482","185793","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67662251911725","-73.94508577537489","
,  
(40.67662251911725, -73.94508577537489)"
"46413233","2020-06-09T00:30:09.000","2020-06-09T01:05:00.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11210","1073 EAST   42 STREET","EAST   42 STREET","AVENUE I","AVENUE J","AVENUE I","AVENUE J",,"BROOKLYN","EAST   42 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T05:05:02.000","18 BROOKLYN","3077680023","BROOKLYN","1002110","168368","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.628789794127826","-73.9356574875562","
,  
(40.628789794127826, -73.9356574875562)"
"46420887","2020-06-09T00:30:04.000","2020-06-09T00:58:38.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11207","668 SHEFFIELD AVENUE","SHEFFIELD AVENUE","NEW LOTS AVENUE","HEGEMAN AVENUE","NEW LOTS AVENUE","HEGEMAN AVENUE",,"BROOKLYN","SHEFFIELD AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:58:42.000","05 BROOKLYN","3042970019","BROOKLYN","1013863","179984","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.66064169511188","-73.8932651225676","
,  
(40.66064169511188, -73.8932651225676)"
"46415888","2020-06-09T00:29:51.000","2020-06-09T00:53:28.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"10463","2907 KINGSBRIDGE TERRACE","KINGSBRIDGE TERRACE","WEST  229 STREET","WEST  230 STREET","WEST  229 STREET","WEST  230 STREET",,"BRONX","KINGSBRIDGE TERRACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:53:32.000","08 BRONX","2032560144","BRONX","1011211","257948","PHONE","Unspecified","BRONX",,,,,,,,"40.87464086738497","-73.90251104468575","
,  
(40.87464086738497, -73.90251104468575)"
"46418075","2020-06-09T00:29:32.000","2020-06-09T00:49:43.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11420","121-20 150 AVENUE","150 AVENUE","121 STREET","122 STREET","121 STREET","122 STREET",,"SOUTH OZONE PARK","150 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:49:46.000","10 QUEENS","4118490041","QUEENS","1034217","182158","ONLINE","Unspecified","QUEENS",,,,,,,,"40.666517364224056","-73.81988674374948","
,  
(40.666517364224056, -73.81988674374948)"
"46419401","2020-06-09T00:29:29.000","2020-06-09T00:43:07.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10031","506 WEST  151 STREET","WEST  151 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY",,"NEW YORK","WEST  151 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:43:12.000","09 MANHATTAN","1020820039","MANHATTAN","999368","241396","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.82923878077844","-73.94537175434242","
,  
(40.82923878077844, -73.94537175434242)"
"46421694","2020-06-09T00:29:15.000","2020-06-09T00:37:39.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party",,"10452","962 OGDEN AVENUE","OGDEN AVENUE","WEST  162 STREET","WEST  163 STREET","WEST  162 STREET","WEST  163 STREET",,"BRONX","OGDEN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:37:41.000","04 BRONX","2025110060","BRONX","1003635","242369","PHONE","Unspecified","BRONX",,,,,,,,"40.83190105141936","-73.92995032681591","
,  
(40.83190105141936, -73.92995032681591)"
"46421954","2020-06-09T00:29:00.000",,"DOT","Department of Transportation","Street Light Condition","Street Light Out",,"11210","3601 AVENUE L","AVENUE L","36 ST E","37 ST E",,,"ADDRESS","BROOKLYN",,,"Open",,,,"18 BROOKLYN","3076360010","BROOKLYN","1000870","166129","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.62264662354363","-73.94013022841816","
,  
(40.62264662354363, -73.94013022841816)"
"46417968","2020-06-09T00:28:30.000","2020-06-09T00:55:59.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","145 AUDUBON AVENUE","AUDUBON AVENUE","WEST  172 STREET","WEST  173 STREET","WEST  172 STREET","WEST  173 STREET",,"NEW YORK","AUDUBON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:56:01.000","12 MANHATTAN","1021290030","MANHATTAN","1001817","246414","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.84300720381994","-73.9365092582247","
,  
(40.84300720381994, -73.9365092582247)"
"46417627","2020-06-09T00:28:10.000","2020-06-09T00:56:13.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11368","33-15 97 STREET","97 STREET","NORTHERN BOULEVARD","34 AVENUE","NORTHERN BOULEVARD","34 AVENUE",,"CORONA","97 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:56:17.000","03 QUEENS","4017120063","QUEENS","1019924","214949","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75658988296275","-73.87123408319722","
,  
(40.75658988296275, -73.87123408319722)"
"46419427","2020-06-09T00:27:55.000","2020-06-09T00:40:37.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11418","86-49 102 STREET","102 STREET","JAMAICA AVENUE","87 AVENUE","JAMAICA AVENUE","87 AVENUE",,"RICHMOND HILL","102 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T04:40:40.000","09 QUEENS","4092880001","QUEENS","1027141","192537","MOBILE","Unspecified","QUEENS",,,,,,,,"40.695042424873996","-73.84532708825154","
,  
(40.695042424873996, -73.84532708825154)"
"46413139","2020-06-09T00:27:44.000","2020-06-09T00:50:17.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking",,"10034","77 SEAMAN AVENUE","SEAMAN AVENUE","ACADEMY STREET","WEST  204 STREET","ACADEMY STREET","WEST  204 STREET",,"NEW YORK","SEAMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:50:21.000","12 MANHATTAN","1022390007","MANHATTAN","1004952","255538","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.8680430575787","-73.92515055309853","
,  
(40.8680430575787, -73.92515055309853)"
"46423553","2020-06-09T00:27:30.000","2020-06-09T02:42:19.000","DHS","Department of Homeless Services","Homeless Person Assistance","N/A","N/A","10030","BRADHURST AVENUE","BRADHURST AVENUE","BRADHURST AVENUE","WEST 145 STREET","BRADHURST AVENUE","WEST  145 STREET","ADDRESS",,,,"Closed",,"The mobile outreach response team went to the location provided but could not find the individual that you reported.","2020-06-09T02:42:19.000","Unspecified MANHATTAN",,"MANHATTAN","1000047","239218","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.82325960395389","-73.94292334560629","
,  
(40.82325960395389, -73.94292334560629)"
"46420899","2020-06-09T00:27:15.000","2020-06-09T00:57:03.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10033","516 WEST  174 STREET","WEST  174 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE",,"NEW YORK","WEST  174 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:57:06.000","12 MANHATTAN","1021300042","MANHATTAN","1002285","246712","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.843824182926085","-73.93481700938983","
,  
(40.843824182926085, -73.93481700938983)"
"46413175","2020-06-09T00:26:54.000","2020-06-09T00:41:53.000","NYPD","New York City Police Department","Drug Activity","Use Indoor","Hallway","10301","700 VICTORY BOULEVARD","VICTORY BOULEVARD","EDDY STREET","THERESA PLACE","EDDY STREET","THERESA PLACE",,"STATEN ISLAND","VICTORY BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:41:56.000","01 STATEN ISLAND","5005900001","STATEN ISLAND","958575","167186","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.62552625127102","-74.09249235091293","
,  
(40.62552625127102, -74.09249235091293)"
"46423672","2020-06-09T00:26:53.000","2020-06-09T00:29:35.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Horn","Street/Sidewalk","11366","78-15 PARSONS BOULEVARD","PARSONS BOULEVARD","78 AVENUE","78 ROAD","78 AVENUE","78 ROAD",,"FRESH MEADOWS","PARSONS BOULEVARD",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T04:29:38.000","08 QUEENS","4068290001","QUEENS","1037000","202363","ONLINE","Unspecified","QUEENS",,,,,,,,"40.72195913199264","-73.80969682426189","
,  
(40.72195913199264, -73.80969682426189)"
"46419354","2020-06-09T00:26:52.000","2020-06-09T00:41:48.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","581 ACADEMY STREET","ACADEMY STREET","POST AVENUE","SHERMAN AVENUE","POST AVENUE","SHERMAN AVENUE",,"NEW YORK","ACADEMY STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:41:53.000","12 MANHATTAN","1022217501","MANHATTAN","1005444","253997","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.86381231443587","-73.92337656913543","
,  
(40.86381231443587, -73.92337656913543)"
"46420901","2020-06-09T00:26:49.000","2020-06-09T01:04:58.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","513 WEST  166 STREET","WEST  166 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE",,"NEW YORK","WEST  166 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:05:02.000","12 MANHATTAN","1021230048","MANHATTAN","1001301","244934","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.838946047837325","-73.93837795033332","
,  
(40.838946047837325, -73.93837795033332)"
"46419398","2020-06-09T00:26:39.000","2020-06-09T00:29:35.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10039","235 WEST  146 STREET","WEST  146 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD",,"NEW YORK","WEST  146 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:29:37.000","10 MANHATTAN","1020320010","MANHATTAN","1000925","239055","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.82281060138379","-73.93975142129716","
,  
(40.82281060138379, -73.93975142129716)"
"46417876","2020-06-09T00:26:02.000","2020-06-09T00:36:59.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10456","1228 MORRIS AVENUE","MORRIS AVENUE","EAST  168 STREET","EAST  169 STREET","EAST  168 STREET","EAST  169 STREET",,"BRONX","MORRIS AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:37:03.000","04 BRONX","2024390124","BRONX","1008112","243065","PHONE","Unspecified","BRONX",,,,,,,,"40.833800408934735","-73.91376976468149","
,  
(40.833800408934735, -73.91376976468149)"
"46419146","2020-06-09T00:25:50.000","2020-06-09T01:01:22.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11691","162 BEACH    5 STREET","BEACH    5 STREET","DEAD END","SEAGIRT AVENUE","DEAD END","SEAGIRT AVENUE",,"FAR ROCKAWAY","BEACH    5 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-06-09T05:01:23.000","14 QUEENS","4156080001","QUEENS","1056362","156383","ONLINE","Unspecified","QUEENS",,,,,,,,"40.59561807855347","-73.7403377035114","
,  
(40.59561807855347, -73.7403377035114)"
"46423861","2020-06-09T00:25:48.000","2020-06-09T01:00:12.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11249","60 DIVISION AVENUE","DIVISION AVENUE","WYTHE AVENUE","BERRY STREET","WYTHE AVENUE","BERRY STREET",,"BROOKLYN","DIVISION AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:00:13.000","01 BROOKLYN","3021660001","BROOKLYN","993591","196919","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.7071689944868","-73.96630850797419","
,  
(40.7071689944868, -73.96630850797419)"
"46423849","2020-06-09T00:25:42.000","2020-06-09T00:27:20.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10457","EAST  171 STREET","EAST  171 STREET","EAST  171 STREET","WEBSTER AVENUE","EAST  171 STREET","WEBSTER AVENUE",,,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:27:22.000","03 BRONX",,"BRONX","1010266","244781","ONLINE","Unspecified","BRONX",,,,,,,,"40.838504247183344","-73.90597919339653","
,  
(40.838504247183344, -73.90597919339653)"
"46418795","2020-06-09T00:25:30.000","2020-06-09T00:54:19.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking",,"11355","43-36 ROBINSON STREET","ROBINSON STREET","CHERRY AVENUE","45 AVENUE","CHERRY AVENUE","45 AVENUE",,"FLUSHING","ROBINSON STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:54:22.000","07 QUEENS","4051930009","QUEENS","1033936","214310","PHONE","Unspecified","QUEENS",,,,,,,,"40.754768357209436","-73.82066237155739","
,  
(40.754768357209436, -73.82066237155739)"
"46419428","2020-06-09T00:25:30.000","2020-06-09T01:33:50.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","555 WEST  160 STREET","WEST  160 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY",,"NEW YORK","WEST  160 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T05:33:51.000","12 MANHATTAN","1021190001","MANHATTAN","1000263","243627","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.83536065559455","-73.9421323854915","
,  
(40.83536065559455, -73.9421323854915)"
"46417969","2020-06-09T00:25:23.000","2020-06-09T00:40:29.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10472","1118 BOYNTON AVENUE","BOYNTON AVENUE","WATSON AVENUE","WESTCHESTER AVENUE","WATSON AVENUE","WESTCHESTER AVENUE",,"BRONX","BOYNTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:40:31.000","09 BRONX","2037410012","BRONX","1018081","240472","MOBILE","Unspecified","BRONX",,,,,,,,"40.82665081256112","-73.87775785298022","
,  
(40.82665081256112, -73.87775785298022)"
"46422244","2020-06-09T00:25:22.000","2020-06-09T00:28:37.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Horn","Street/Sidewalk","11432","82-16 164 STREET","164 STREET","GOETHALS AVENUE","82 ROAD","GOETHALS AVENUE","82 ROAD",,"JAMAICA","164 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-06-09T04:28:38.000","08 QUEENS",,"QUEENS","1038629","201185","ONLINE","Unspecified","QUEENS",,,,,,,,"40.71871595041182","-73.80382951018838","
,  
(40.71871595041182, -73.80382951018838)"
"46419378","2020-06-09T00:25:11.000","2020-06-09T00:45:52.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","512 WEST  171 STREET","WEST  171 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE",,"NEW YORK","WEST  171 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-06-09T04:45:53.000","12 MANHATTAN","1021270036","MANHATTAN","1001935","246017","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.84191731961908","-73.93608382911286","
,  
(40.84191731961908, -73.93608382911286)"
"46423771","2020-06-09T00:25:07.000","2020-06-09T01:40:34.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10032","501 WEST  170 STREET","WEST  170 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE",,"NEW YORK","WEST  170 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:40:37.000","12 MANHATTAN","1021270051","MANHATTAN","1001888","245744","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.84116810849943","-73.93625441191773","
,  
(40.84116810849943, -73.93625441191773)"
"46417290","2020-06-09T00:24:59.000",,"EDC","Economic Development Corporation","Noise - Helicopter","NYPD",,"11215","4 STREET","4 STREET","4 STREET","6 AVENUE","4 STREET","6 AVENUE",,,,,"In Progress",,,,"06 BROOKLYN",,"BROOKLYN","989403","183759","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.671051251303815","-73.981424018775","
,  
(40.671051251303815, -73.981424018775)"
"46422346","2020-06-09T00:24:49.000","2020-06-09T01:30:43.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10453","2066 MORRIS AVENUE","MORRIS AVENUE","EAST BURNSIDE AVENUE","EAST  181 STREET","EAST BURNSIDE AVENUE","EAST  181 STREET",,"BRONX","MORRIS AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T05:30:45.000","05 BRONX","2031690002","BRONX","1010492","250297","PHONE","Unspecified","BRONX",,,,,,,,"40.8536433678374","-73.90514085166684","
,  
(40.8536433678374, -73.90514085166684)"
"46422407","2020-06-09T00:24:02.000","2020-06-09T00:36:40.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10451","691 GERARD AVENUE","GERARD AVENUE","EAST  153 STREET","JEROME AVENUE LINE","EAST  153 STREET","JEROME AVENUE LINE",,"BRONX","GERARD AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:36:45.000","04 BRONX","2024820060","BRONX","1004369","239308","PHONE","Unspecified","BRONX",,,,,,,,"40.82349784149747","-73.92730712340754","
,  
(40.82349784149747, -73.92730712340754)"
"46422471","2020-06-09T00:23:52.000","2020-06-09T00:41:59.000","NYPD","New York City Police Department","Homeless Street Condition","N/A","Street/Sidewalk","11373","41-68 76 STREET","76 STREET","41 AVENUE","WOODSIDE AVENUE","41 AVENUE","WOODSIDE AVENUE",,"ELMHURST","76 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-06-09T04:42:01.000","04 QUEENS",,"QUEENS","1015002","210403","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74413075958284","-73.88902089513597","
,  
(40.74413075958284, -73.88902089513597)"
